term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
chocolate,'tʃɒkәlit,,n. 巧克力； a. 巧克力制的,,cet4,,chocolates,2636,,
Italian,i'tæljәn,,"n. 意大利人, 意大利语； a. 意大利的, 意大利语的",,cet4,,italians,2637,,
sweep,swi:p,,"n. 扫除, 打扫, 肃清, 视野, 范围, 全胜； vt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射",,cet4,,sweeping|sweeps|swept,2639,,
ceiling,'si:liŋ,,"n. 天花板； [经] 顶点, 顶线, 上限",,cet4,,ceilings,2641,,
spin,spin,,"n. 旋转, 自旋, 疾驰, 情绪低落； vt. 纺织, 纺, 使旋转, 编造",,cet4,,spinning|spins|spun,2644,,
button,'bʌtәn,,"n. 钮扣, 按钮； vi. 扣住",,cet4,,buttoned|buttoning|buttons,2645,,
rank,ræŋk,,"n. 等级, 排, 横列, 队伍, 阶级； a. 茂密丛生的, 恶臭的, 十足的, 粗俗的",,cet4,,ranked|ranking|ranks,2647,,
clothing,'klәuðiŋ,,n. 衣服,,cet4,,clothing|i,2650,,
super,'sju:pә,,"n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人； a. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的",,cet4,,supers,2651,,
yield,ji:ld,,"n. 生产量, 投资收益； vt. 出产, 给予, 让出, 放弃, 使屈服",,cet4,,yielded|yielding|yields,2652,,
fence,fens,,"n. 围墙, 栅栏, 买卖赃物的人, 剑术； vt. 用篱笆围住, 练习剑术, 防护",,cet4,,fenced|fences|fencing,2653,,
survival,sә'vaivәl,,"n. 生存, 残存, 幸存者； a. 赖以生存的",,cet4,,survivals,2656,,
roughly,'rʌfli,,"adv. 概略地, 粗糙地, 粗暴地",,cet4,,,2657,,
bunch,bʌntʃ,,"n. 串, 束； [医] 骨肿块(马)",,cet4,,bunched|bunches|bunching,2658,,
burden,'bә:dn,,"n. 负担, 重载, 担子, 责任； vt. 装货于, 烦扰, 使负担",,cet4,,burdened|burdening|burdens,2665,,
react,ri'ækt,,"vi. 起反应, 起作用, 反攻； [医] 应答, 发生反应",,cet4,,reacted|reacting|reacts,2666,,
chamber,'tʃeimbә,,"n. 室, 房间, 枪膛； vt. 装(弹药), 把...关在室内",,cet4,,chambered|chambering|chambers,2667,,
furniture,'fәnitʃә,,"n. 家具, 帆具",,cet4,,,2669,,
ceremony,'serimәni,,"n. 典礼, 仪式, 礼节； [法] 典礼, 仪式",,cet4,,ceremonies,2670,,
cheek,tʃi:k,,"n. 颊, 厚颜, 脸蛋； [医] 颊",,cet4,,cheeked|cheeking|cheeks,2674,,
disagree,.disә'gri:,,"vi. 不一致, 不适宜； [法] 抵触, 不同意, 争执",,cet4,,disagreed|disagreeing|disagrees,2679,,
resort,ri'zɒ:t,,"n. 度假胜地, 手段, 凭借, 常去之地； vi. 诉诸, 常去",,cet4,,resorted|resorting|resorts,2684,,
destruction,di'strʌkʃәn,,"n. 破坏, 毁灭； [医] 破坏",,cet4,,destructions,2685,,
unlikely,.ʌn'laikli,,a. 不太可能的,,cet4,,unlikeliest,2687,,
tissue,'tiʃu:,,"n. 薄的织物, 薄纱, 棉纸, 组织, 一套； [化] 组织",,cet4,,tissued|tissues|tissuing,2688,,
pant,pænt,,"n. 喘息, 悸动； vi. 喘息, 渴望",,cet4,,panted|panting|pants,2690,,
stranger,'streindʒә,,"n. 陌生人, 门外汉； [法] 局外人, 非当事人, 第三者",,cet4,,r|strange|strangers,2691,,
cabinet,'kæbinit,,"n. 橱柜, 内阁； a. 内阁的, 细木工做的",,cet4,,cabinets,2693,,
broken,'brәukәn,,"a. 坏掉的, 打破的, 断掉的； break的过去分词",,cet4,,break|broken|d,2694,,
bet,bet,,"n. 打赌, 赌注； v. 打赌",,cet4,,bet|bets|betting|pd,2699,,
virus,'vaiәrәs,,"n. 病毒, 滤过性病毒, 毒害； [化] 病毒",,cet4,,viruses,2701,,
strategic,strә'ti:dʒik,,"a. 战略的, 战略上的； [经] 战略的",,cet4,,,2702,,
stupid,'stju:pid,,"a. 愚蠢的, 麻木的",,cet4,,,2704,,
dispute,dis'pju:t,,n. 争论； v. 争论,,cet4,,disputed|disputes|disputing,2705,,
assistant,ә'sistәnt,,"n. 助手, 助理, 助教； a. 有帮助的, 辅助的, 助理的",,cet4,,assistants,2706,,
overcome,.әuvә'kʌm,,"vt. 战胜, 克服, 胜过； vi. 得胜",,cet4,,d|overcame|overcome|overcomes|overcoming,2707,,
remarkable,ri'mɑ:kәbl,,"a. 不平常的, 值得注意的, 显著的",,cet4,,,2708,,
occupy,'ɒkjupai,,"vt. 占领, 占(时间、空间等), 住进, 担任, 使从事, 使全神贯注； [法] 占领, 占据, 占有",,cet4,,occupied|occupies|occupying,2710,,
wipe,waip,,"n. 擦拭, 用力打, 凸轮； vt. 擦, 揩, 消灭, 涂上, 拭去",,cet4,,wiped|wipes|wiping,2711,,
encounter,in'kauntә,,"n. 相会, 相遇, 遭遇； vt. 遇见, 邂逅, 会战",,cet4,,encountered|encountering|encounters,2712,,
shopping,'ʃɒpiŋ,,"n. 买东西, 购物； [经] 购物, 买东西",,cet4,,i|shop|shopping,2713,,
cousin,'kʌzәn,,"n. 堂兄弟姊妹, 表兄弟姊妹； [法] 同辈表亲或堂亲",,cet4,,cousins,2714,,
blind,blaind,,"n. 蒙蔽物, 窗帘； a. 盲目的, 瞎的, 不加思考的",,cet4,,blinded|blinder|blinding|blinds,2716,,
port,pɒ:t,,"n. 港口, 埠, 舱门, 避风港, 左舷, 炮眼, 姿势, 意义； vt. 左转舵, 持(枪)",,cet4,,ported|porting|ports,2717,,
genetic,dʒi'netik,,"a. 创始的, 遗传的, 起源的, 遗传学的； [医] 生殖的, 遗传的",,cet4,,,2721,,
latter,'lætә,,"a. 后者的, 较后的, 近来的",,cet4,,,2725,,
slave,sleiv,,"n. 奴隶, 从动装置, 卑鄙的人； vi. 拼命工作",,cet4,,slaved|slaves|slaving,2727,,
translate,træns'leit,,"vt. 翻译, 解释, 转化, 转变为, 调动； vi. 翻译, 被译",,cet4,,translated|translates|translating,2729,,
whereas,hwєәr'æz,,"conj. 然而, 鉴于； [法] 考虑到, 鉴于, 就...而论",,cet4,,,2731,,
expansion,ik'spænʃәn,,"n. 扩充, 开展, 膨胀； [计] 扩展",,cet4,,expansions,2734,,
dirt,dә:t,,"n. 污垢, 泥土； [化] 污垢",,cet4,,,2737,,
odd,ɒd,,"a. 奇数的, 古怪的, 剩余的, 零散的, 各种各样的, 少量的； n. 奇特的事物, 怪人",,cet4,,,2738,,
bullet,'bulit,,"n. 子弹； [医] 弹, 子弹, 距节(马)",,cet4,,bullets,2739,,
tight,tait,,"a. 紧的, 密封的, 吝啬的, 严厉的； adv. 紧紧地",,cet4,,tighter|tightest|tights,2741,,
bible,'baibl,,n. 圣经,,cet4,,bibles,2742,,
chart,tʃɑ:t,,"n. 图表, 海图； vt. 制成图表",,cet4,,charted|charting|charts,2743,,
solar,'sәulә,,"a. 太阳的, 日光的, 源自太阳的； [医] 太阳的; 腹腔丛的",,cet4,,,2744,,
square,skwєә,,"n. 正方形, 街区, 广场, 平方, 直角尺； a. 正方形的, 正直的, 公正的, 平方的, 方正的, 结清的",,cet4,,squared|squares|squaring,2747,,
complicated,'kɒmplikeitid,,a. 复杂的； [医] 并发的,,cet4,,complicated|dp,2750,,
gently,'dʒentli,,"adv. 温和地, 温柔地, 轻轻地, 逐渐地",,cet4,,,2751,,
concentration,.kɒnsәn'treiʃәn,,"n. 集中, 专心； [化] 浓度; 浓缩",,cet4,,concentrations,2752,,
revolution,.revә'lu:ʃәn,,"n. 革命, 大变革, 旋转, 转数, 循环； [化] 回转",,cet4,,revolutions,2753,,
strip,strip,,"n. 长条, 条状, 带, 脱衣舞； vt. 脱衣, 被剥去, 剥夺, 拆卸",,cet4,,stripped|stripping|strips,2754,,
interpret,in'tә:prit,,"vt. 解释, 演出, 翻译, 理解； vi. 翻译, 解释",,cet4,,interpreted|interpreting|interprets,2755,,
reflection,ri'flekʃәn,,"n. 反映, 沉思, 映像, 想法, 责难； [计] 反射",,cet4,,reflections,2757,,
champion,'tʃæmpiәn,,"n. 冠军, 拥护者, 战士； vt. 保卫, 拥护",,cet4,,championed|championing|champions,2758,,
fiction,'fikʃәn,,"n. 小说, 虚构故事； [法] 虚构的事实, 捏造, 拟制",,cet4,,fictions,2762,,
recommendation,.rekәmen'deiʃәn,,"n. 推荐, 介绍, 推荐信, 劝告； [经] 建议书",,cet4,,recommendations,2765,,
lifetime,'laiftaim,,"n. 一生, 终生； a. 一生的, 终生的",,cet4,,lifetimes,2767,,
guarantee,.gærәn'ti:,,"n. 担保, 抵押品, 保证书； vt. 保证, 担保",,cet4,,guaranteed|guaranteeing|guarantees,2774,,
innocent,'inәsәnt,,"a. 无罪的, 不懂事的, 无知的； n. 天真的人, 笨蛋",,cet4,,innocents,2775,,
pause,pɒ:z,,"n. 暂停, 中止, 停顿, 间歇, 踌躇, 休止符； vi. 暂停, 中止, 停顿, 踌躇",,cet4,,paused|pauses|pausing,2777,,
lover,'lʌvә,,"n. 爱人, 爱好者",,cet4,,lovers,2781,,
bench,bentʃ,,n. 长椅子； [机] 台,,cet4,,benched|benches|benching,2782,,
raw,rɒ:,,"n. 擦伤处, 半成品； a. 生的, 未加工的, 生疏的, 不成熟的, 阴冷的, 刺痛的, 擦掉皮的",,cet4,,rawest,2783,,
surprising,sә'praiziŋ,,a. 令人惊讶的,,cet4,,i|surprise|surprising,2785,,
withdraw,wið'drɒ:,,"vt. 撤回, 取回, 撤消, 使撤退, 拉开, 移开； vi. 撤退, 离开",,cet4,,withdrawing|withdrawn|withdraws|withdrew,2786,,
deck,dek,,"n. 甲板, (汽车后部的)行李仓； vt. 装饰, 打扮, 装甲板",,cet4,,decked|decking|decks,2788,,
Pole,pәul,,"n. 波兰人, 极点, 磁极, 电极, 杆, 竿, 相反的极端； vt. 用竿支撑",,cet4,,poled|poles|poling,2789,,
newly,'nju:li,,"adv. 重新, 最近",,cet4,,,2791,,
similarly,'similәli,,"adv. 相像地, 类似于",,cet4,,,2792,,
valley,'væli,,"n. 山谷, 溪谷, 流域, 凹地； [医] 谷",,cet4,,valleys,2793,,
naturally,'nætʃәrәli,,"adv. 自然地, 以自然力, 天生地",,cet4,,,2795,,
advanced,әd'vɑ:nst,,"a. 在前的, 高级的, 先进的, 年老的； [法] 预付的, 预支的, 垫付的",,cet4,,advance|advanced|dp,2797,,
mutual,'mju:tʃuәl,,"a. 相互的, 共有的； [经] 相互的",,cet4,,mutuals,2799,,
pride,praid,,"n. 骄傲, 自尊心, 自豪, 精华, 勇气； vt. 以...自豪",,cet4,,prided|prides|priding,2801,,
dismiss,dis'mis,,"vt. 解散, 开除, 解职； vi. 解散",,cet4,,dismissed|dismisses|dismissing,2802,,
aircraft,'єәkræft,,"n. 航空器, 飞机； [机] 航空器",,cet4,,,2803,,
delivery,di'livәri,,"n. 递送, 交付, 分娩, 交货, 引渡； [化] 交货额",,cet4,,deliveries,2804,,
mainly,'meinli,,"adv. 主要地, 大抵",,cet4,,,2805,,
platform,'plætfɒ:m,,"n. 站台, 月台, 讲台, 论坛, 平台； [计] 平台",,cet4,,platforms,2806,,
freeze,fri:z,,"vi. 冻结, 冷冻, 僵硬, 楞住； vt. 使结冰, 使冻住, 使呆住",,cet4,,freezes|freezing|froze|frozen,2807,,
finance,fai'næns,,"n. 财政, 财务； vt. 供给...经费, 负担经费",,cet4,,financed|finances|financing,2808,,
God,^ɔd,,"n. 上帝, 神像, 偶像； vt. 使神化",,cet4,,gods,2809,,
sink,siŋk,,"n. 藏垢的场所, 沟渠, 污水槽； vi. 下沉, 沉没, 下陷, 减弱, 衰退, 消沉, 堕落, 渗透",,cet4,,sank|sinking|sinks|sunk,2809,,
bake,beik,,"vt. 烘焙, 烤； vi. 烤面包",,cet4,,baked|bakes|baking,2810,,
ideal,ai'diәl,,"n. 理想, 典范, 观念, 思想, 最后目标； a. 理想的, 完美的, 空想的, 观念的, 唯心论的",,cet4,,ideals,2815,,
joy,dʒɒi,,"n. 欢喜, 乐事, 高兴； vt. 使快乐, 令人高兴",,cet4,,joyed|joying|joys,2816,,
singer,'siŋә,,n. 歌手,,cet4,,singers,2823,,
unknown,.ʌn'nәun,,"a. 不知道的, 未知的, 陌生的； n. 未知物, 未知数",,cet4,,unknowns,2825,,
counter,'kauntә,,"n. 计算器, 计算者, 柜台, 筹码； a. 反方向的, 相反的",,cet4,,countered|countering|counters,2830,,
justify,'dʒʌstifai,,"vt. 替...辩护, 证明； vi. 证明合法",,cet4,,justified|justifies|justifying,2834,,
crash,kræʃ,,"n. 哗啦声, 猛撞, 崩溃, 粗布； v. 撞碎, 破碎, (使)...坠毁",,cet4,,crashed|crashes|crashing,2837,,
craft,kræft,,"n. 技艺, 手艺, 诡计； vt. 精心制作",,cet4,,crafted|crafting|crafts,2839,,
insight,'insait,,"n. 察看, 洞察力, 见识； [医] 自知力, 洞察, 顿悟",,cet4,,insights,2840,,
tap,'tæp,,"n. 轻打, 水龙头； vt. 轻打, 轻敲, 敲打出, 选择, 装上嘴子, 使流出, 开发, 分接, 向...乞讨",,cet4,,tapped|tapping|taps,2843,,
extensive,ik'stensiv,,"a. 广的, 广泛的, 多方面的； [经] 广大的, 扩大的",,cet4,,,2845,,
episode,'episәud,,"n. 插曲, 插话, 有趣的事件, 一段情节； [医] 插话, 插曲, 发作",,cet4,,episodes,2846,,
tire,taiә,,"n. 轮胎, 头饰； vt. 使疲倦, 使厌烦, 打扮",,cet4,,tired|tires|tiring,2850,,
loose,lu:s,,"n. 发射, 放任, 放纵； a. 宽松的, 松的, 宽的, 不牢固的, 散漫的, 自由的, 不精确的",,cet4,,loosed|looses|loosing,2851,,
shortly,'ʃɒ:tli,,"adv. 不久, 简短, 唐突地",,cet4,,,2853,,
considerable,kәn'sidәrәbl,,"a. 相当的, 可观的, 重要的",,cet4,,,2855,,
prior,'praiә,,"a. 更重要的, 较早的, 在先的； n. 小隐修院院长, 大隐修院副院长",,cet4,,priors,2856,,
intellectual,.intә'lektʃuәl,,"n. 有知识者, 知识分子, 凭理智做事者； a. 智力的, 用脑力的, 聪明的",,cet4,,intellectuals,2857,,
relax,ri'læks,,"vi. 放松, 松懈, 松弛, 变从容, 休息, 休养； vt. 使松弛, 缓和, 使松懈, 使休息",,cet4,,relaxed|relaxes|relaxing,2861,,
stair,stєә,,"n. 梯级, 楼梯, 阶梯",,cet4,,,2863,,
external,ik'stә:nl,,"n. 外部, 外面； a. 外部的, 客观的, 表面的",,cet4,,externals,2864,,
proof,pru:f,,"n. 证据, 证明, 试验, 检验, 考验； a. 不能透入的, 证明用的, 防...的, 耐...的",,cet4,,proofed|proofing|proofs,2865,,
confident,'kɒnfidәnt,,"a. 有信心的, 有把握的",,cet4,,,2866,,
headquarters,hed'kwɒ:tәz,,"n. 总部, 司令部, 总部人员； [经] 本部, 总部, 总署",,cet4,,,2867,,
sudden,'sʌdn,,"n. 突然, 忽然； a. 突然的, 意外的, 快速的",,cet4,,,2868,,
tongue,tʌŋ,,"n. 舌, 语言能力, 讲话方式, 语言； vt. 舔, 斥责, 发...的音",,cet4,,tongued|tongues|tonguing,2871,,
license,'laisns,,"n. 执照, 许可证, 特许； vt. 许可, 特许",,cet4,,licensed|licenses|licensing,2872,,
shelter,'ʃeltә,,"n. 庇护所, 避难所, 庇护, 隐蔽处, 掩蔽； vt. 庇护, 保护, 隐匿",,cet4,,sheltered|sheltering|shelters,2874,,
rub,rʌb,,"n. 摩擦, 困难, 障碍, 磨损处； vt. 擦, 搓, 摩擦, 惹怒",,cet4,,rubbed|rubbing|rubs,2875,,
entrance,'entrәns,,"n. 入口, 进入点, 入场, 入学, 进入, 开始(阶段), 就任； vt. 使出神, 使入迷",,cet4,,entranced|entrances|entrancing,2877,,
properly,'prɒpәli,,"adv. 适当地, 相当地",,cet4,,,2880,,
fade,feid,,"vi. 褪色, 消失, 凋谢； vt. 使褪色",,cet4,,faded|fades|fading,2882,,
tragedy,'trædʒidi,,"n. 悲剧, 惨案, 悲剧作品； [法] 惨事, 灾难, 不辛",,cet4,,tragedies,2883,,
net,net,,"n. 网, 网状物, 罗网, 净利, 净价； a. 净的, 最终的",,cet4,,nets|netted|netting,2884,,
funeral,'fju:nәrәl,,"n. 葬礼, 出殡",,cet4,,funerals,2885,,
profession,prә'feʃәn,,"n. 职业, 表白, 声明； [化] 工种; 职业",,cet4,,professions,2886,,
alter,'ɒ:ltә,,v. 改变,,cet4,,altered|altering|alters,2889,,
establishment,i'stæbliʃmәnt,,"n. 确立, 制定, 设施； [经] 企业, 公司, 商店",,cet4,,establishments,2890,,
squeeze,skwi:z,,"n. 紧握, 挤, 榨, 榨取, 佣金； vt. 紧握, 挤, 榨取",,cet4,,squeezed|squeezes|squeezing,2891,,
imagination,i.mædʒi'neiʃәn,,"n. 想像, 听觉, 想像力； [医] 想像",,cet4,,imaginations,2892,,
mask,mæsk,,"n. 面具, 假面具, 掩饰, 石膏面模； vt. 戴面具, 掩饰, 使模糊",,cet4,,masked|masking|masks,2893,,
comprehensive,.kɒmpri'hensiv,,"a. 广泛的, 有理解力的, 综合的； [经] 广泛的, 综合的, 全面的",,cet4,,comprehensives,2896,,
prominent,'prɒminәnt,,"a. 卓越的, 显著的, 突出的, 凸出的",,cet4,,prominents,2897,,
regardless,ri'gɑ:dlis,,"a. 不管, 不注意, 不顾",,cet4,,,2899,,
load,lәud,,"n. 负荷, 担子, 重担, 装载量, 负载, 工作量, 加载； vt. 装载, 装填, 使担负",,cet4,,loaded|loading|loads,2901,,
stable,'steibl,,"n. 马房, 牛棚； a. 稳定的, 安定的, 坚固的, 坚定的",,cet4,,stabled|stables|stabling,2903,,
introduction,.intrә'dʌkʃәn,,"n. 介绍, 传入, 采用, 初步",,cet4,,introductions,2904,,
elderly,'eldәli,,"a. 过了中年的, 稍老的",,cet4,,,2907,,
split,split,,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条； a. 劈开的",,cet4,,dp|split|splits|splitting,2910,,
deer,diә,,n. 鹿,,cet4,,deering,2911,,
steady,'stedi,,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的； vt. 使稳定, 使坚定",,cet4,,steadied|steadier|steadies|steadiest|steadying,2914,,
oven,'ʌvәn,,"n. 烤箱, 灶, 子宫； [化] 烘箱",,cet4,,ovens,2920,,
distinction,dis'tiŋkʃәn,,n. 区别,,cet4,,distinctions,2921,,
segment,'segmәnt,,"n. 片段, 部分, 分节, 段； v. 分割, 分裂",,cet4,,segmented|segmenting|segments,2922,,
poet,'pәuit,,n. 诗人,,cet4,,poets,2923,,
nowhere,'nәuhwєә,,"adv. 无处, 到处都无",,cet4,,,2924,,
mere,miә,,"n. 小湖, 池塘； a. 仅仅的, 只不过的",,cet4,,meres|merest,2925,,
exciting,ik'saitiŋ,,"a. 令人兴奋的, 刺激的； [电] 激磁",,cet4,,exciting|i,2926,,
honey,'hʌni,,"n. 蜂蜜, 甜蜜, 爱人； a. 蜂蜜似的, 甜蜜的, 甘美的",,cet4,,honeying|honeys|honied,2932,,
adapt,ә'dæpt,,"vt. 使适应, 改编； vi. 适应",,cet4,,adapted|adapting|adapts,2933,,
correspondent,.kɒri'spɒndәnt,,"n. 通讯记者, 通信者； [经] 客户, 代理商行, 代理银行",,cet4,,correspondents,2934,,
pale,peil,,"n. 栅栏, 界线, 范围； a. 苍白的, 暗淡的, 无力的",,cet4,,paled|paler|pales|palest|paling,2935,,
musician,mju:'ziʃәn,,"n. 音乐家, 乐师, 作曲家",,cet4,,musicians,2936,,
vessel,'vesl,,"n. 船, 容器, 脉管； [医] 管, 脉管, (容)器",,cet4,,vessels,2940,,
storage,'stɒ:ridʒ,,"n. 存储器, 储藏, 保管, 库存, 仓库； [计] 存放处; 存储",,cet4,,storages,2941,,
flee,fli:,,"vt. 逃避, 逃跑, 逃走； vi. 逃, 消失",,cet4,,fled|fleeing|flees,2942,,
leather,'leðә,,"n. 皮革, 皮制品, 马镫的皮带； vt. 覆以皮革, 鞭苔, 抽打",,cet4,,leathered|leathering|leathers,2943,,
shelf,ʃelf,,"n. 架子, 搁板； [化] 架子",,cet4,,shelves,2947,,
tribe,traib,,"n. 宗族, 部落, 一群人； [医] 族(生物分类)",,cet4,,tribes,2948,,
lawn,lɒ:n,,"n. 草地, 草坪, 上等细麻布； [机] 细筛",,cet4,,lawns,2951,,
wisdom,'wizdәm,,"n. 智慧, 明智行为, 学识, 名言, 贤人",,cet4,,wisdoms,2954,,
instance,'instәns,,"n. 建议, 情况, 例子, 场合； vt. 引以为例, 举例说明",,cet4,,instanced|instances|instancing,2957,,
poetry,'pәuitri,,"n. 诗, 韵文, 诗歌艺术",,cet4,,,2959,,
plot,plɒt,,"n. 小块土地, 地区图, 图, 阴谋, 情节； vt. 划分, 绘图, 密谋",,cet4,,plots|plotted|plotting,2967,,
framework,'freimwә:k,,"n. 结构, 骨架, 参照标准, 准则, 观点； [医] 构架组织",,cet4,,frameworks,2968,,
chapter,'tʃæptә,,"n. 章, 篇, 重要章节； [计] 章; 段",,cet4,,chapters,2976,,
divorce,di'vɒ:s,,n. 离婚； vt. 与...离婚,,cet4,,divorced|divorces|divorcing,2978,,
owe,әu,,"vt. 亏欠, 负...债, 归功于, 怀有, 应给予, 感恩； vi. 欠钱",,cet4,,owed|owes|owing,2979,,
pipe,paip,,"n. 管, 导管, 输送管, 管状器官, 声带, 尖细的声音, 烟斗, 笛, 管乐器； vt. 以管输送, 吹哨子, 吹奏, 尖声唱",,cet4,,piped|pipes|piping,2980,,
slight,slait,,"n. 轻蔑, 怠慢； a. 轻微的, 纤细的, 脆弱的, 苗条的",,cet4,,slighted|slighter|slightest|slighting|slights,2982,,
shade,ʃeid,,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹； vi. 渐变",,cet4,,shaded|shades|shading,2984,,
tail,teil,,"n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)； a. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的",,cet4,,tailed|tailing|tails,2985,,
mount,maunt,,"n. 乘骑用马, 框, 衬纸, 山； vi. 乘马, 爬上, 增长",,cet4,,mounted|mounting|mounts,2987,,
obligation,.ɒbli'geiʃәn,,"n. 义务, 责任, 约束, 契约, 恩惠, 债务； [经] 待付款, 债务, 义务",,cet4,,obligations,2988,,
angle,'æŋgl,,"n. 角, 角度, 角落； vi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度",,cet4,,angled|angles|angling,2989,,
differ,'difә,,"vi. 不一致, 不同； [机] 差异, 不同",,cet4,,differed|differing|differs,2990,,
palm,pɑ:m,,"n. 手掌, 棕榈, 胜利； vt. 与...握手, 藏...于掌中",,cet4,,palmed|palming|palms,2991,,
custom,'kʌstәm,,"n. 习惯, 风俗, 海关, 自定义； a. 定制的",,cet4,,customs,2993,,
soup,su:p,,"n. 汤, 马力； vt. 加速, 增加马力",,cet4,,souped|souping|soups,2997,,
efficient,i'fiʃәnt,,"a. 有效率的, 能干的",,cet4,,,2998,,
pile,pail,,"n. 堆, 大堆, 大厦, 建筑群, 电池, 大量, 桥桩, 软毛, 痔疮； vi. 堆起, 堆积, 积累, 挤, 猛烈攻击",,cet4,,piled|piles|piling,3003,,
carbon,'kɑ:bәn,,"n. 碳, 副本, 复写纸； [化] 碳",,cet4,,carbons,3004,,
scheme,ski:m,,"n. 方案, 计划, 组合, 系统, 图解, 诡计, 阴谋； v. 计划, 设计, 图谋, 策划",,cet4,,schemed|schemes|scheming,3007,,
crack,kræk,,"n. 裂缝, 爆裂声； v. (使)爆裂, (使)裂开, (使)发出爆裂声",,cet4,,cracked|cracking|cracks,3008,,
frequency,'fri:kwәnsi,,"n. 频率, 频数； [计] 频率",,cet4,,frequencies,3009,,
tobacco,tә'bækәu,,"n. 烟草, 香烟； [医] 烟草",,cet4,,tobaccos,3010,,
besides,bi'saidz,,"prep. 除...之外； adv. 而且, 此外",,cet4,,,3012,,
wealthy,'welθi,,"a. 富有的, 丰裕的, 充分的",,cet4,,wealthier|wealthiest,3015,,
limitation,.limi'teiʃәn,,"n. 限制, 缺陷, 限额； [医] 限界, 限制, 限度",,cet4,,limitations,3019,,
trace,treis,,"n. 痕迹, 踪迹, 微量, 迹线, 缰绳； vt. 追踪, 回溯, 描绘",,cet4,,traced|traces|tracing,3020,,
appointment,ә'pɒintmәnt,,"n. 约会, 委任的职位, 委派； [经] 任命, 派, 指定",,cet4,,appointments,3021,,
preference,'prefәrәns,,"n. 偏爱, 优先, 喜爱物； [计] 首选项",,cet4,,preferences,3022,,
explosion,ik'splәuʒәn,,"n. 爆发, 激增, 爆炸(声)； [化] 爆炸",,cet4,,explosions,3023,,
rapid,'ræpid,,"a. 迅速的, 飞快的, 急促的, 陡的； n. 急流",,cet4,,rapids,3029,,
admission,әd'miʃәn,,"n. 准许进入, 入场费, 录用, 承认； [经] 加入, 入股",,cet4,,admissions,3031,,
ski,ski:,,n. 滑雪橇； vi. 滑雪,,cet4,,ski'd|skied|skiing|skis,3032,,
painful,'peinful,,"a. 痛苦的, 困难的, 令人烦恼的； [医] 疼痛的",,cet4,,,3034,,
infant,'infәnt,,"n. 婴儿, 儿童, 初学者； a. 婴儿的, 幼稚的",,cet4,,infants,3037,,
rid,rid,,"vt. 免除, 以...清除, 使获自由, 使摆脱； [法] 免除, 清除, 摆脱",,cet4,,dp|rid|ridding|rids,3041,,
porch,pɒ:tʃ,,"n. 门廊, 走廊",,cet4,,porches,3042,,
scholarship,'skɒlәʃip,,"n. 学问, 学术成就, 奖学金",,cet4,,scholarships,3044,,
reservation,.rezә'veiʃәn,,"n. 保留, 预定, 保留品, 保留地； [经] 预定, 预约, 权益保留",,cet4,,reservations,3046,,
efficiency,i'fiʃәnsi,,"n. 效率, 效能, 功效； [医] 效率, 效力",,cet4,,efficiencies,3047,,
scandal,'skændәl,,"n. 丑闻, 中伤, 耻辱, 反感, 流言蜚语； [法] 丑事, 丑闻, 干丑事的人",,cet4,,scandals,3052,,
helpful,'helpful,,"a. 有帮助的, 有益的, 有用的",,cet4,,,3054,,
impress,im'pres,,"n. 印象, 特征, 印记； vt. 使有印象, 印, 铭刻, 传送, 影响, 强征",,cet4,,impressed|impresses|impressing,3055,,
heel,hi:l,,"n. 脚后跟, 踵, 后部, 倾侧； vt. 尾随, 装以鞋跟, 倾侧, 追赶",,cet4,,heeled|heeling|heels,3056,,
humor,'hju:mә,,"n. 幽默, 诙谐, 心情； vt. 迎合, 牵就, 顺应",,cet4,,humored|humoring|humors,3057,,
fabric,'fæbrik,,"n. 织物, 布, 结构, 构造, 建筑物； [经] 组织, 建筑物, 工厂",,cet4,,fabrics,3059,,
proportion,prә'pɒ:ʃәn,,"n. 比例, 比率, 均衡, 部分, 面积； vt. 使成比例, 使均衡",,cet4,,proportioned|proportioning|proportions,3063,,
rifle,'raifl,,"n. 来复枪, 步枪； vt. 用步枪射击, 抢夺",,cet4,,rifled|rifles|rifling,3065,,
maintenance,'meintәnәns,,"n. 维护, 保持, 维修, 生活费用, 坚持, 扶养； [计] 维护; 维修",,cet4,,,3067,,
trick,trik,,"n. 诡计, 欺诈, 谋略, 恶作剧, 习惯, 决窍； vt. 愚弄, 欺骗, 装饰",,cet4,,tricked|tricking|tricks,3068,,
examination,ig.zæmi'neiʃәn,,"n. 考试, 测验, 审查； [医] 检查, 诊察",,cet4,,examinations,3069,,
