term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
vulnerable,'vʌlnәrәbl,,"a. 易受伤害的, 有弱点的, 易受影响的, 脆弱的, 成局的； [医] 易损的",,ky,,,2955,,
garlic,'gɑ:lik,,n. 大蒜； [化] 大蒜,,ky,,,2956,,
instance,'instәns,,"n. 建议, 情况, 例子, 场合； vt. 引以为例, 举例说明",,ky,,instanced|instances|instancing,2957,,
poetry,'pәuitri,,"n. 诗, 韵文, 诗歌艺术",,ky,,,2959,,
plot,plɒt,,"n. 小块土地, 地区图, 图, 阴谋, 情节； vt. 划分, 绘图, 密谋",,ky,,plots|plotted|plotting,2967,,
framework,'freimwә:k,,"n. 结构, 骨架, 参照标准, 准则, 观点； [医] 构架组织",,ky,,frameworks,2968,,
chapter,'tʃæptә,,"n. 章, 篇, 重要章节； [计] 章; 段",,ky,,chapters,2976,,
divorce,di'vɒ:s,,n. 离婚； vt. 与...离婚,,ky,,divorced|divorces|divorcing,2978,,
owe,әu,,"vt. 亏欠, 负...债, 归功于, 怀有, 应给予, 感恩； vi. 欠钱",,ky,,owed|owes|owing,2979,,
pipe,paip,,"n. 管, 导管, 输送管, 管状器官, 声带, 尖细的声音, 烟斗, 笛, 管乐器； vt. 以管输送, 吹哨子, 吹奏, 尖声唱",,ky,,piped|pipes|piping,2980,,
slight,slait,,"n. 轻蔑, 怠慢； a. 轻微的, 纤细的, 脆弱的, 苗条的",,ky,,slighted|slighter|slightest|slighting|slights,2982,,
shade,ʃeid,,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹； vi. 渐变",,ky,,shaded|shades|shading,2984,,
tail,teil,,"n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)； a. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的",,ky,,tailed|tailing|tails,2985,,
mount,maunt,,"n. 乘骑用马, 框, 衬纸, 山； vi. 乘马, 爬上, 增长",,ky,,mounted|mounting|mounts,2987,,
obligation,.ɒbli'geiʃәn,,"n. 义务, 责任, 约束, 契约, 恩惠, 债务； [经] 待付款, 债务, 义务",,ky,,obligations,2988,,
angle,'æŋgl,,"n. 角, 角度, 角落； vi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度",,ky,,angled|angles|angling,2989,,
differ,'difә,,"vi. 不一致, 不同； [机] 差异, 不同",,ky,,differed|differing|differs,2990,,
palm,pɑ:m,,"n. 手掌, 棕榈, 胜利； vt. 与...握手, 藏...于掌中",,ky,,palmed|palming|palms,2991,,
custom,'kʌstәm,,"n. 习惯, 风俗, 海关, 自定义； a. 定制的",,ky,,customs,2993,,
soup,su:p,,"n. 汤, 马力； vt. 加速, 增加马力",,ky,,souped|souping|soups,2997,,
efficient,i'fiʃәnt,,"a. 有效率的, 能干的",,ky,,,2998,,
pile,pail,,"n. 堆, 大堆, 大厦, 建筑群, 电池, 大量, 桥桩, 软毛, 痔疮； vi. 堆起, 堆积, 积累, 挤, 猛烈攻击",,ky,,piled|piles|piling,3003,,
carbon,'kɑ:bәn,,"n. 碳, 副本, 复写纸； [化] 碳",,ky,,carbons,3004,,
scheme,ski:m,,"n. 方案, 计划, 组合, 系统, 图解, 诡计, 阴谋； v. 计划, 设计, 图谋, 策划",,ky,,schemed|schemes|scheming,3007,,
crack,kræk,,"n. 裂缝, 爆裂声； v. (使)爆裂, (使)裂开, (使)发出爆裂声",,ky,,cracked|cracking|cracks,3008,,
frequency,'fri:kwәnsi,,"n. 频率, 频数； [计] 频率",,ky,,frequencies,3009,,
tobacco,tә'bækәu,,"n. 烟草, 香烟； [医] 烟草",,ky,,tobaccos,3010,,
besides,bi'saidz,,"prep. 除...之外； adv. 而且, 此外",,ky,,,3012,,
wealthy,'welθi,,"a. 富有的, 丰裕的, 充分的",,ky,,wealthier|wealthiest,3015,,
galaxy,'gælәksi,,"n. 银河, 星系, 一群(显赫的人物)； [电] 银河系",,ky,,galaxies,3016,,
limitation,.limi'teiʃәn,,"n. 限制, 缺陷, 限额； [医] 限界, 限制, 限度",,ky,,limitations,3019,,
trace,treis,,"n. 痕迹, 踪迹, 微量, 迹线, 缰绳； vt. 追踪, 回溯, 描绘",,ky,,traced|traces|tracing,3020,,
appointment,ә'pɒintmәnt,,"n. 约会, 委任的职位, 委派； [经] 任命, 派, 指定",,ky,,appointments,3021,,
preference,'prefәrәns,,"n. 偏爱, 优先, 喜爱物； [计] 首选项",,ky,,preferences,3022,,
explosion,ik'splәuʒәn,,"n. 爆发, 激增, 爆炸(声)； [化] 爆炸",,ky,,explosions,3023,,
rapid,'ræpid,,"a. 迅速的, 飞快的, 急促的, 陡的； n. 急流",,ky,,rapids,3029,,
admission,әd'miʃәn,,"n. 准许进入, 入场费, 录用, 承认； [经] 加入, 入股",,ky,,admissions,3031,,
ski,ski:,,n. 滑雪橇； vi. 滑雪,,ky,,ski'd|skied|skiing|skis,3032,,
painful,'peinful,,"a. 痛苦的, 困难的, 令人烦恼的； [医] 疼痛的",,ky,,,3034,,
infant,'infәnt,,"n. 婴儿, 儿童, 初学者； a. 婴儿的, 幼稚的",,ky,,infants,3037,,
calculate,'kælkjuleit,,"v. 计算, 预测, 计划, 打算",,ky,,calculated|calculates|calculating,3039,,
rid,rid,,"vt. 免除, 以...清除, 使获自由, 使摆脱； [法] 免除, 清除, 摆脱",,ky,,dp|rid|ridding|rids,3041,,
porch,pɒ:tʃ,,"n. 门廊, 走廊",,ky,,porches,3042,,
scholarship,'skɒlәʃip,,"n. 学问, 学术成就, 奖学金",,ky,,scholarships,3044,,
reservation,.rezә'veiʃәn,,"n. 保留, 预定, 保留品, 保留地； [经] 预定, 预约, 权益保留",,ky,,reservations,3046,,
efficiency,i'fiʃәnsi,,"n. 效率, 效能, 功效； [医] 效率, 效力",,ky,,efficiencies,3047,,
scandal,'skændәl,,"n. 丑闻, 中伤, 耻辱, 反感, 流言蜚语； [法] 丑事, 丑闻, 干丑事的人",,ky,,scandals,3052,,
helpful,'helpful,,"a. 有帮助的, 有益的, 有用的",,ky,,,3054,,
impress,im'pres,,"n. 印象, 特征, 印记； vt. 使有印象, 印, 铭刻, 传送, 影响, 强征",,ky,,impressed|impresses|impressing,3055,,
heel,hi:l,,"n. 脚后跟, 踵, 后部, 倾侧； vt. 尾随, 装以鞋跟, 倾侧, 追赶",,ky,,heeled|heeling|heels,3056,,
humor,'hju:mә,,"n. 幽默, 诙谐, 心情； vt. 迎合, 牵就, 顺应",,ky,,humored|humoring|humors,3057,,
fabric,'fæbrik,,"n. 织物, 布, 结构, 构造, 建筑物； [经] 组织, 建筑物, 工厂",,ky,,fabrics,3059,,
proportion,prә'pɒ:ʃәn,,"n. 比例, 比率, 均衡, 部分, 面积； vt. 使成比例, 使均衡",,ky,,proportioned|proportioning|proportions,3063,,
guideline,'gaidlain,,"n. 指导路线, 方针, 指标； [经] 指导路线, 方针, 准则",,ky,,guidelines,3064,,
rifle,'raifl,,"n. 来复枪, 步枪； vt. 用步枪射击, 抢夺",,ky,,rifled|rifles|rifling,3065,,
maintenance,'meintәnәns,,"n. 维护, 保持, 维修, 生活费用, 坚持, 扶养； [计] 维护; 维修",,ky,,,3067,,
organic,ɒ:'gænik,,"a. 器官的, 有机的, 组织的, 根本的； [医] 器官的, 有生命的, 有机的, 器质的",,ky,,organics,3070,,
tent,tent,,"n. 帐篷, 帷幕, 住处, 塞条, 塞子； vi. 住帐蓬, 宿营, 暂时居住",,ky,,tented|tenting|tents,3071,,
strengthen,'streŋθәn,,"vt. 加强, 变坚固； vi. 变强, 股票上涨",,ky,,strengthened|strengthening|strengthens,3074,,
myth,miθ,,"n. 神话, 虚构的事, 虚构的人",,ky,,myths,3076,,
cow,kau,,"n. 母牛, 母兽； vt. 威胁",,ky,,cowed|cowing|cows,3078,,
asleep,ә'sli:p,,"a. 睡着的, 长眠的, 麻木的； adv. 熟睡地",,ky,,,3081,,
nerve,nә:v,,"n. 精神, 勇气, 叶脉, 神经； vt. 鼓起勇气",,ky,,nerved|nerves|nerving,3083,,
barrel,'bærәl,,n. 桶； vt. 装入桶内,,ky,,barrelled|barrelling|barrels,3084,,
membership,'membәʃip,,"n. 会员的资格, 全体会员, 会员数目； [法] 会员资格, 成员资格, 会籍",,ky,,memberships,3085,,
controversial,.kɒntrә'vә:ʃәl,,"a. 争论的, 论争的, 被议论的",,ky,,,3090,,
desperate,'despәrәt,,"a. 不顾一切的, 危急的, 令人绝望的, 极渴望的",,ky,,,3091,,
loud,laud,,"a. 大声的, 不断的, 喧吵的； adv. 高声地, 大声地",,ky,,louder|loudest,3094,,
glove,glʌv,,n. 手套； vt. 给...戴手套,,ky,,gloves|gloving,3095,,
sufficient,sә'fiʃәnt,,"a. 充分的, 足够的； [法] 充分的, 足够的",,ky,,,3099,,
helicopter,'helikɒptә,,n. 直升机； vt. 由直升机运送,,ky,,helicoptered|helicoptering|helicopters,3100,,
delay,di'lei,,"n. 耽搁, 迟滞； v. 耽搁, 延迟",,ky,,delayed|delaying|delays,3105,,
scope,skәup,,"n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程； [计] 作用域",,ky,,scopes,3107,,
stroke,strәuk,,"n. 笔划, 打, 中风, 抚, 摩, 冲程； vt. 划尾桨, 抚, 摩, 划去",,ky,,stroked|strokes|stroking,3108,,
handful,'hændful,,"n. 少数, 一把, 棘手事",,ky,,handfuls,3109,,
badly,'bædli,,"adv. 严重地, 恶劣地, 极度地",,ky,,,3111,,
horizon,hә'raizәn,,"n. 地平线, 眼界, (天)视地平",,ky,,horizons,3113,,
prompt,prɒmpt,,"n. 激励, 提示, 提醒物, 提词, 付款期限； a. 迅速的, 敏捷的, 立刻的, 提词员的",,ky,,prompted|prompter|prompting|prompts,3114,,
van,væn,,"n. 货车, 篷车, 先锋, 前驱, 前卫； vt. 用货车搬运",,ky,,vans,3115,,
downtown,'daun'taun,,n. 市中心区； a. 市中心的,,ky,,downtowner,3116,,
flavor,'fleivә,,"n. 滋味, 调味品； vt. 加味于",,ky,,flavored|flavoring|flavors,3118,,
absorb,әb'sɒ:b,,"vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担； [医] 吸收",,ky,,absorbed|absorbing|absorbs,3120,,
eager,'i:gә,,"a. 热心的, 渴望的, 热望的",,ky,,,3123,,
principal,'prinsipәl,,"n. 校长, 首长, 本金, 主犯, 资本, 委托人； a. 主要的, 最重要的, 首要的",,ky,,principals,3124,,
workshop,'wә:kʃɒp,,"n. 工场, 车间, 研讨会； [计] 讨论会; 专题研究组",,ky,,workshops,3130,,
auto,'ɒ:tәu,,"n. 汽车； pref. 表示""自己""、""本身"", 表示""自己的"", 表示""自动的""",,ky,,autos,3134,,
romantic,rәu'mæntik,,"a. 浪漫的, 风流的, 传奇性的, 夸大的, 空想的, 浪漫派的",,ky,,romantics,3135,,
cotton,'kɒtn,,"n. 棉花； vi. 和谐, 有好感, 理解",,ky,,cottoned|cottoning|cottons,3136,,
sue,su:,,"vt. 控告, 起诉, 请求； vi. 提出诉讼, 提出请求",,ky,,sued|sues|suing,3137,,
overlook,.әuvә'luk,,"vt. 俯瞰, 远眺, 没注意到； n. 眺望, 俯瞰到的景色",,ky,,overlooked|overlooking|overlooks,3139,,
float,flәut,,"n. 漂流物, 浮舟, 漂浮, 浮萍, 彩车； vi. 浮动, 飘动, 散播, 摇摆, 动摇, 浮动",,ky,,floated|floating|floats,3140,,
undergo,.ʌndә'gәu,,"vt. 遭受, 经历, 忍受； [法] 经受, 经历, 忍受",,ky,,undergoes|undergoing|undergone|underwent,3141,,
jet,dʒet,,"n. 喷射流, 喷嘴, 煤玉； v. 射出, 迸出, 喷射",,ky,,jets|jetted|jetting,3144,,
blade,bleid,,"n. 叶片, 刀锋, 刀口, 剑； [医] 页[片], 叶片, 刀片, 刀刃, 刀口",,ky,,bladed|blades,3148,,
cabin,'kæbin,,"n. 小屋, 客舱； vt. 关在小屋",,ky,,cabined|cabining|cabins,3152,,
bite,bait,,"n. 咬, 一口； v. 咬, 刺痛, 穿透",,ky,,bit|bites|biting,3153,,
pitch,pitʃ,,"n. 程度, 坡度, 顶点, 前倾, 倾斜, 投掷, 音高, 螺距, 节距, 摊位, 树脂, 沥青； vt. 投, 掷, 向前倾跌, 扎营, 竭力推销, 为...定调, 定位于, 用沥青涂",,ky,,pitched|pitches|pitching,3157,,
pine,pain,,"n. 松树, 松木； vi. 消瘦, 憔悴, 痛苦, 怀念, 渴望",,ky,,pined|pines|pining,3158,,
brilliant,'briljәnt,,"a. 光辉的, 灿烂的, 有才气的； [机] 亮的",,ky,,brilliants,3159,,
chef,ʃef,,n. 厨师,,ky,,chefs,3164,,
discrimination,dis.krimi'neiʃәn,,"n. 差别, 岐视, 辨别力； [化] 鉴别",,ky,,discriminations,3167,,
offensive,ә'fensiv,,"a. 令人不快的, 侮辱的, 攻击性的； [法] 攻击的, 进攻的, 冒犯的",,ky,,offensives,3168,,
boom,bu:m,,"n. 繁荣, 隆隆声； vi. 急速发展, 发隆隆声",,ky,,boomed|booming|booms,3171,,
appoint,ә'pɒint,,"vt. 任命, 指定, 下令； [法] 派, 派任, 任命",,ky,,appointed|appointing|appoints,3172,,
heritage,'heritidʒ,,"n. 遗产, 祖先遗留物, 继承物； [医] 遗传性",,ky,,heritages,3175,,
lemon,'lemәn,,"n. 柠檬, 柠檬树, 柠檬色； [医] 柠檬",,ky,,lemons,3179,,
wander,'wɒndә,,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒； vt. 在...漫游",,ky,,wandered|wandering|wanders,3183,,
naked,'neikid,,"a. 裸体的, 无装饰的, 无保护的, 赤贫的； [医] 裸露的",,ky,,,3185,,
economics,.i:kә'nɒmiks,,n. 经济学； [经] 经济学,,ky,,,3186,,
nut,nʌt,,"n. 坚果, 核心, 螺帽； [计] Novell NetWare服务器实用程序",,ky,,nuts|nutted|nutting,3188,,
extension,ik'stenʃәn,,"n. 延长, 扩充, 范围, 扩展名； a. 伸缩的",,ky,,extensions,3190,,
shrug,ʃrʌg,,n. 耸肩； v. 耸肩,,ky,,shrugged|shrugging|shrugs,3191,,
arrival,ә'raivl,,"n. 到达, 抵达, 到达者； [经] 到达, 到达物",,ky,,arrivals,3194,,
legitimate,li'dʒitimәt,,"a. 合法的, 正当的, 婚生的； vt. 认为正当, 立为嫡嗣, 使合法",,ky,,legitimated|legitimates|legitimating,3195,,
orientation,.ɒ:rien'teiʃәn,,"n. 定方位, 适应, 向东方； n. 方向",,ky,,orientations,3196,,
inflation,in'fleiʃәn,,"n. 胀大, 夸张, 通货膨胀； [化] 充气吹胀; 膨胀",,ky,,inflations,3197,,
cope,kәup,,"vi. 竞争, 应付； n. 长袍",,ky,,coped|copes|coping,3198,,
flame,fleim,,"n. 火焰, 火舌, 热情, 光辉； vt. 焚烧, 用火焰给...灭菌, 用火焰传送(信号), 点燃, 激动",,ky,,flamed|flames|flaming,3199,,
dependent,di'pendәnt,,"n. 依赖他人者； a. 依赖的, 从属的",,ky,,dependents,3201,,
wound,wu:nd,,"n. 创伤, 伤口, 伤疤, 伤害, 痛苦； vt. 伤害, 损害, 使受伤",,ky,,pd|wind|wounded|wounding|wounds,3202,,
shower,'ʃauә,,"n. 阵雨, 淋浴, 一阵, 展出者, 显示者； vi. 淋浴, 下阵雨",,ky,,showered|showering|showers,3204,,
depict,di'pikt,,"vt. 描述, 描写",,ky,,depicted|depicting|depicts,3205,,
garage,gә'rɑ:ʒ. 'gærɑ:ʒ,,"n. 车库, 汽车修理厂, 机库； vt. 把车送入修车场",,ky,,garaged|garages|garaging,3208,,
flesh,'fleʃ,,"n. 肉, 肉体, 肉欲, 人性, 亲属, 人类, 众生, 人体； vt. 以肉喂, 激起...的杀戳情绪, 使肥, 赋以血肉",,ky,,fleshed|fleshes|fleshing,3209,,
furthermore,'fә:ðә'mɒ:,,"adv. 此外, 而且",,ky,,,3213,,
comedy,'kɒmidi,,"n. 喜剧, 有趣的事情",,ky,,comedies,3216,,
sanction,'sæŋkʃәn,,"n. 核准, 制裁, 处罚, 约束力； vt. 制定制裁规则, 认可, 核准, 同意",,ky,,sanctioned|sanctioning|sanctions,3217,,
civilian,si'viljәn,,"n. 平民, 民法专家； a. 平民的, 百姓的, 民用的",,ky,,civilians,3219,,
weekly,'wi:kli,,"n. 周刊, 周报； a. 每周的, 一周一次的, 周刊的",,ky,,weeklies,3220,,
grain,grein,,"n. 谷粒, 颗粒, 谷类, 纹理, 本质； v. (使)成谷粒",,ky,,grained|graining|grains,3222,,
devote,di'vәut,,"vt. 投入于, 献身",,ky,,devoted|devotes|devoting,3225,,
province,'prɒvins,,"n. 省, 地方, 职权, 领域； [法] 省, 地方, 领域",,ky,,provinces,3228,,
ease,i:z,,"n. 安乐, 安逸, 悠闲； vt. 使安乐, 使安心, 减轻, 放松",,ky,,eased|eases|easing,3229,,
seize,si:z,,"vt. 抓住, 逮捕, 俘获, 没收, 扣押, 掌握； vi. 突然抓住, 利用",,ky,,seized|seizes|seizing,3230,,
permission,pә'miʃәn,,"n. 许可, 允许； [计] 许可, 认可",,ky,,permissions,3233,,
wise,waiz,,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的； vi. 知道",,ky,,wised|wiser|wisest,3234,,
actress,'æktris,,n. 女演员,,ky,,actresses,3236,,
acid,'æsid,,"n. 酸, 酸类物质, 尖刻, 迷幻药； a. 酸的, 酸性的, 尖刻的, 敏锐的",,ky,,acids,3238,,
odds,ɒdz,,"n. 可能性, 几率, 机会, 胜算, 不平等",,ky,,odds|s,3239,,
shore,ʃɒ:,,"n. 海岸, 海滨, 斜撑柱； vt. 把...送上岸, 支撑, 支持",,ky,,shored|shores|shoring,3244,,
repeatedly,ri'pi:tidli,,"adv. 重复地, 再三地",,ky,,,3245,,
distinguish,dis'tiŋgwiʃ,,"v. 区别, 辨别",,ky,,distinguished|distinguishes|distinguishing,3246,,
lung,lʌŋ,,"n. 肺, 肺脏, 空地； [医] 肺",,ky,,lunging|lungs,3247,,
artistic,ɑ:'tistik,,"a. 艺术的, 艺术家的, 富有艺术性的",,ky,,,3249,,
discourse,'diskɒ:s,,"n. 谈话, 演讲； vi. 谈话, 讲述",,ky,,discoursed|discourses|discoursing,3253,,
distinct,dis'tiŋkt,,"a. 清楚的, 显著的, 不同的",,ky,,,3254,,
impressive,im'presiv,,"a. 给人深刻印象的, 威严的",,ky,,,3258,,
powder,'paudә,,"n. 粉, 粉末, 火药； vt. 搽粉于, 搽粉, 撒粉, 使成粉末",,ky,,powdered|powdering|powders,3260,,
ugly,'ʌgli,,"a. 丑陋的, 邪恶的, 险恶的, 不祥的； n. 丑陋的人(或物)",,ky,,uglier|uglies|ugliest,3262,,
portray,pɒ:'trei,,"vt. 描绘, 描写, 描绘...的肖像",,ky,,portrayed|portraying|portrays,3263,,
persuade,pә'sweid,,"vt. 劝, 使相信, 恳求, 敦促, 说服； vi. 劝服, 被说服",,ky,,persuaded|persuades|persuading,3265,,
ghost,gәust,,"n. 鬼, 灵魂, 幻影, 一丝, 一点； v. 鬼似地游荡",,ky,,ghosted|ghosting|ghosts,3266,,
carrier,'kæriә,,"n. 运送者, 邮递员, 带菌者； [计] 载波",,ky,,carriers,3271,,
frequent,'fri:kwәnt,,"a. 时常发生的, 频繁的, 快速的； vt. 时常来访, 常常聚集, 常与...交往",,ky,,frequented|frequenting|frequents,3272,,
ban,bæn,,"n. 禁令； vt. 禁止, 取缔",,ky,,banned|banning|bans,3273,,
awful,'ɒ:ful,,"a. 可怕的, 庄严的, 虔敬的",,ky,,,3276,,
pet,pet,,"n. 宠物, 受宠爱的人, 宠坏的孩子, 不悦, 生气； a. 宠爱的, 表示亲昵的, 养着观赏的, 特别珍爱的, 格外的",,ky,,pets|petted|petting,3278,,
rhythm,'riðәm,,"n. 旋律, 节奏, 韵律, 匀称, 张弛节律； [医] 节律",,ky,,rhythms,3280,,
widespread,'waidspred,,"a. 充分伸展的, 广布的, 普及的, 流传广的",,ky,,,3282,,
sin,sin,,"n. 罪, 犯罪, 过失, 失礼； v. 犯",,ky,,sinned|sinning|sins,3285,,
script,skript,,"n. 手迹, 手稿, 正本, 手写体； vt. 改编为演出本",,ky,,scripted|scripting|scripts,3286,,
everyday,'evri'dei,,"a. 每天的, 日常的, 平常的",,ky,,,3291,,
turkey,'tә:ki,,"n. 火鸡, 无用的家伙, 土耳其",,ky,,turkeys,3292,,
headline,'hedlain,,"n. 大标题, 新闻摘要； vt. 为...做标题, 写标题",,ky,,headlined|headlines|headlining,3293,,
nonetheless,",nʌnðә'les",,"conj. 然而, 尽管, 不过； adv. 不过, 仍然, 尽管如此, 然而",,ky,,,3298,,
exhibit,ig'zibit,,"n. 显示, 显现, 展览品, 陈列品, 展览； vt. 展现, 陈列, 展览",,ky,,exhibited|exhibiting|exhibits,3303,,
mouse,maus,,"n. 老鼠, 胆小羞怯的人, 鼠标； vi. 捕鼠, 窥探",,ky,,mice|moused|mouses|mousing,3305,,
blanket,'blæŋkit,,"n. 毛毯, 毯子； vt. 掩盖, 覆盖",,ky,,blanketed|blanketing|blankets,3306,,
margin,'mɑ:dʒin,,"n. 页边的空白, 边缘, 界限, 余裕, 差数, 差额, 保证金； vt. 加边于, 加旁注于",,ky,,margins,3308,,
rope,rәup,,"n. 绳, 索, 粗绳, 绞索, 决窍； vt. 捆, 缚, 绑, 圈起, 以绳将...系住",,ky,,roped|ropes|roping,3309,,
concrete,'kɒnkri:t,,"n. 凝结物, 混凝土； a. 具体的, 实在的, 混凝土的",,ky,,concreted|concretes|concreting,3310,,
prescription,pri'skripʃәn,,"n. 处方, 命令, 指定； [医] 处方, 药方",,ky,,prescriptions,3311,,
chase,tʃeis,,"n. 追求, 狩猎, 追逐； vt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石",,ky,,chased|chases|chasing,3312,,
recruit,ri'kru:t,,"n. 新兵, 新手, 新会员, 补给品； vt. 恢复, 补充, 充实, 征募",,ky,,recruited|recruiting|recruits,3314,,
brick,brik,,"n. 砖块, 积木； a. 用砖做的",,ky,,bricked|bricking|bricks,3315,,
patch,pætʃ,,"n. 片, 补缀, 碎片, 斑, 傻瓜； vt. 补缀, 掩饰, 拼凑, 平息",,ky,,patched|patches|patching,3316,,
colonial,kә'lәunjәl,,"a. 殖民的, 殖民地的； [法] 殖民地居民",,ky,,colonials,3321,,
painter,'peintә,,"n. 画家, 油漆匠； [机] 油漆匠, 喷漆匠",,ky,,painters,3322,,
pie,pai,,"n. 馅饼, 财富, 总额, 贪污受贿, 杂乱, 喜鹊； [计] 饼图",,ky,,pies,3323,,
sake,seik,,"n. 目的, 缘故, 理由",,ky,,sakes,3325,,
defeat,di'fi:t,,"n. 败北, 失败； vt. 击败, 使落空",,ky,,defeated|defeating|defeats,3326,,
gaze,geiz,,"n. 注视, 凝视； vi. 注视, 凝视",,ky,,gazed|gazes|gazing,3327,,
reinforce,.ri:in'fɒ:s,,"vt. 加强, 增援, 补充； vi. 求援, 得到增援",,ky,,reinforced|reinforces|reinforcing,3329,,
swear,swєә,,"vt. 发誓, 咒骂, 使宣誓； vi. 发誓, 诅咒",,ky,,swearing|swears|swore|sworn,3330,,
clue,klu:,,"n. 线索, 暗示； vt. 暗示, 提供线索",,ky,,clued|clues|cluing,3331,,
slice,slais,,"n. 薄的切片, 一部分, 菜刀； vt. 切成薄片, 切下",,ky,,sliced|slices|slicing,3333,,
occupation,.ɒkju'peiʃәn,,"n. 职业, 占有, 占有期, 占领, 占领军； [经] 占有, 占用, 职业",,ky,,occupations,3334,,
confusion,kәn'fju:ʒәn,,"n. 混乱, 混淆, 无秩序； [计] 含混",,ky,,confusions,3335,,
coal,kәul,,"n. 煤, 木炭； v. 加煤",,ky,,coaled|coaling|coals,3336,,
collective,kә'leiktiv,,"a. 集体的, 聚集的, 共同的； [医] 集体的, 集合的",,ky,,collectives,3342,,
dare,dєә,,"n. 挑战, 挑动, 大胆； v. 敢, 胆敢",,ky,,dared|dares|daring,3348,,
sigh,sai,,"n. 叹息； vi. 叹息, 渴望",,ky,,sighed|sighing|sighs,3349,,
soccer,'sɒkә,,n. 英式足球,,ky,,,3353,,
gallery,'gælәri,,"n. 走廊, 最高楼座, 画廊, 收集, 图库； [计] 图库",,ky,,galleries,3354,,
tunnel,'tʌnl,,"n. 隧道, 地下道； vi. 挖隧道",,ky,,tunnelled|tunnelling|tunnels,3355,,
grave,greiv,,"n. 墓穴, 坟墓, 终结, 死亡； a. 庄重的, 严肃的, 重大的, 低沉的",,ky,,graven|graver|graves|gravest|graving,3358,,
lap,læp,,"n. 膝盖, 舔, 一圈, 下摆, 衣兜, 山坳； vi. 重叠, 围住, 轻拍, 舔",,ky,,lapped|lapping|laps,3359,,
toe,tәu,,"n. 足趾, 趾部, 脚趾； vt. 以趾踏触, 用脚尖走",,ky,,toed|toeing|toes,3360,,
container,kәn'teinә,,"n. 容器, 集装箱； [化] 集装箱; 贮存箱; 容器(任何一种)",,ky,,containers,3361,,
virtue,'vә:tju:,,"n. 德行, 美德, 优点, 功效, 效力； [法] 美德, 贞操, 优点",,ky,,virtues,3362,,
inquiry,in'kwaiәri,,"n. 质询, 探索, 调查, 询盘； [计] 询问; 查询",,ky,,inquiries,3367,,
highlight,'hailait,,"n. 加亮区, 精彩场面； vt. 加亮, 使显著, 以强光照射, 突出",,ky,,highlighted|highlighting|highlights,3369,,
indication,.indi'keiʃәn,,"n. 指示, 象征, 暗示； [医] 指示, 指征, 适应征",,ky,,indications,3371,,
rail,reil,,"n. 横杆, 围栏, 栏杆, 铁轨, 扶手, 秧鸡； vt. 以横木围栏, 给...铺铁轨",,ky,,railed|railing|rails,3373,,
couch,kautʃ,,"n. 长沙发, 睡椅, 卧榻； vt. 横躺, 表达",,ky,,couched|couches|couching,3375,,
alliance,ә'laiәns,,"n. 联盟, 联合； [法] 同盟, 联盟, 联姻",,ky,,alliances,3376,,
compose,kәm'pәuz,,"vt. 组成, 写作, 作曲, 使平静； vi. 创作, 排字",,ky,,composed|composes|composing,3379,,
mess,mes,,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境； vt. 将...弄糟, 妨碍, 使紊乱, 使就餐",,ky,,messed|messes|messing,3381,,
adolescent,.ædәu'lesәnt,,"a. 青春期的, 青少年的； n. 青少年",,ky,,adolescents,3386,,
norm,nɒ:m,,"n. 基准, 模范, 标准, 准则, 平均数； [化] 定额",,ky,,norms,3387,,
upset,ʌp'set,,"a. 弄翻的, 混乱的, 心烦的； vt. 弄翻, 颠覆, 推翻, 打乱, 使不适, 使心烦",,ky,,dp|upset|upsets|upsetting,3388,,
remark,ri'mɑ:k,,"n. 评论, 注意； vt. 评论, 注意",,ky,,remarked|remarking|remarks,3389,,
resign,ri'zain,,"vt. 辞职, 放弃, 使顺从； vi. 辞职, 屈从",,ky,,resigned|resigning|resigns,3390,,
reward,ri'wɒ:d,,"n. 报酬, 酬谢, 赏金； vt. 奖赏, 酬谢, 给...应有报应",,ky,,rewarded|rewarding|rewards,3392,,
organ,'ɒ:gәn,,"n. 风琴, 器官, 元件, 机构, 机关； [电] 风琴",,ky,,organs,3394,,
concerning,kәn'sә:niŋ,,prep. 关于； [法] 关于,,ky,,concern|i,3395,,
laughter,'lɑ:ftә,,"n. 笑, 笑声； [医] 笑, 大笑",,ky,,,3397,,
northwest,.nɒ:θ'west,,"n. 西北, 西北方； a. 西北的, 在西北的, 来自西北的",,ky,,,3403,,
ritual,'ritʃuәl,,"n. 仪式, 典礼, 宗教仪式； a. 仪式的, 依仪式进行的",,ky,,rituals,3404,,
